datetime,a_norm,a_norm_filt,ENMO,ENMO_cum_gmin
2025-10-24 16:58:02.640,3.2078471290142554,3.131909448264318,2.131909448264318,0.0003553182413773863
2025-10-24 16:58:02.650,3.307705846769026,3.1656653490547537,2.1656653490547537,0.0007162624662198452
2025-10-24 16:58:02.660,2.880175369009672,3.117015892144969,2.117015892144969,0.0010690984482440067
2025-10-24 16:58:02.670,3.266933051426062,3.581175510344309,2.581175510344309,0.001499294366634725
2025-10-24 16:58:02.680,2.9224180645058295,4.49528524815554,3.4952852481555396,0.0020818419079939817
2025-10-24 16:58:02.690,5.528645220010957,5.44770744906723,4.44770744906723,0.00282312648283852
2025-10-24 16:58:02.700,7.878254535825179,6.330864621716627,5.330864621716627,0.0037116039197912913
2025-10-24 16:58:02.710,7.642286373568123,6.879795719435542,5.879795719435542,0.004691569873030548
2025-10-24 16:58:02.720,7.682718914673047,6.845030209184617,5.845030209184617,0.005665741574561317
2025-10-24 16:58:02.730,5.6670735531004,6.65183423460328,5.65183423460328,0.006607713946995197
2025-10-24 16:58:02.740,5.354817668756332,6.23628506621515,5.23628506621515,0.0074804281246977225
2025-10-24 16:58:02.750,6.912274662918495,5.743795318340508,4.743795318340508,0.008271060677754474
2025-10-24 16:58:02.760,5.564540531627476,5.48320155513748,4.48320155513748,0.009018260936944054
2025-10-24 16:58:02.770,5.220270175299838,5.420935549451491,4.420935549451491,0.009755083528519302
2025-10-24 16:58:02.780,4.36410473708526,4.916427662893348,3.916427662893348,0.01040782147233486
2025-10-24 16:58:02.790,5.043487640326385,4.741670372335233,3.741670372335233,0.0110314332010574
2025-10-24 16:58:02.800,4.389735230127781,4.851765611362027,3.851765611362027,0.011673394136284404
2025-10-24 16:58:02.810,4.690754078836899,5.539374542616234,4.539374542616234,0.012429956560053777
2025-10-24 16:58:02.820,5.770746370433811,6.076238325410219,5.076238325410219,0.013275996280955481
2025-10-24 16:58:02.830,7.802149393356295,6.84097451212462,5.84097451212462,0.014249492032976251
2025-10-24 16:58:02.840,7.7278065542963095,7.2871140436561745,6.2871140436561745,0.015297344373585613
2025-10-24 16:58:02.850,8.213416163699792,7.398728650838348,6.398728650838348,0.016363799148725336
2025-10-24 16:58:02.860,6.921451736494664,6.887093653507097,5.887093653507097,0.017344981424309854
2025-10-24 16:58:02.870,6.328819406344678,6.253122214108679,5.253122214108679,0.018220501793327966
2025-10-24 16:58:02.880,5.243974406700037,5.212048151636262,4.212048151636262,0.018922509818600677
2025-10-24 16:58:02.890,4.557949357304225,4.192808100529512,3.192808100529512,0.019454644502022264
2025-10-24 16:58:02.900,3.0080458513377084,3.2920945154527588,2.2920945154527588,0.019836660254597724
2025-10-24 16:58:02.910,1.8252514809609113,2.7024088259179253,1.7024088259179253,0.020120395058917377
2025-10-24 16:58:02.920,1.8252514809609113,2.5715062518111487,1.5715062518111487,0.02038231276755257
2025-10-24 16:58:02.930,2.2955459590258696,3.1169253410581668,2.1169253410581668,0.02073513365772893
2025-10-24 16:58:02.940,3.9034364867703433,3.841433979423909,2.841433979423909,0.021208705987632914
2025-10-24 16:58:02.950,5.735141297572798,4.336939689907062,3.3369396899070622,0.021764862602617428
2025-10-24 16:58:02.960,5.447794672789623,4.582405392098261,3.582405392098261,0.022361930167967135
2025-10-24 16:58:02.970,4.302780033376678,4.592219567307653,3.5922195673076533,0.02296063342918508
2025-10-24 16:58:02.980,3.522874469981864,4.295576101210168,3.295576101210168,0.023509896112720106
2025-10-24 16:58:02.990,3.952507362817304,3.699628697868847,2.699628697868847,0.02395983422903158
2025-10-24 16:58:03.000,4.2519239670853715,3.6232920482614177,2.6232920482614177,0.024397049570408485
2025-10-24 16:58:03.010,2.4680576560830176,5.171928837757077,4.171928837757077,0.025092371043367995
2025-10-24 16:58:03.020,3.9210967853395307,6.519537201445019,5.519537201445019,0.0260122939102755
