time,gFx,gFy,gFz
2025-11-18 20:30:18.0790,0.264,-0.419,-0.988,1.105
2025-11-18 20:30:18.0970,0.28,-0.425,-0.978,1.103
2025-11-18 20:30:18.0970,0.28,-0.425,-0.978,1.103
2025-11-18 20:30:18.1020,0.296,-0.482,-0.909,1.071
2025-11-18 20:30:18.1120,0.311,-0.552,-0.847,1.058
2025-11-18 20:30:18.1220,0.331,-0.574,-0.803,1.041
2025-11-18 20:30:18.1340,0.364,-0.564,-0.767,1.019
2025-11-18 20:30:18.1420,0.403,-0.547,-0.757,1.017
2025-11-18 20:30:18.1520,0.458,-0.547,-0.743,1.03
2025-11-18 20:30:18.1620,0.52,-0.557,-0.716,1.046
2025-11-18 20:30:18.1740,0.578,-0.575,-0.66,1.049
2025-11-18 20:30:18.1820,0.591,-0.567,-0.595,1.012
2025-11-18 20:30:18.1920,0.582,-0.534,-0.528,0.95
2025-11-18 20:30:18.2020,0.608,-0.504,-0.471,0.92
2025-11-18 20:30:18.2120,0.624,-0.431,-0.449,0.881
2025-11-18 20:30:18.2220,0.594,-0.365,-0.525,0.873
2025-11-18 20:30:18.2350,0.653,-0.341,-0.657,0.987
2025-11-18 20:30:18.2420,0.785,-0.316,-0.721,1.112
2025-11-18 20:30:18.2520,0.886,-0.287,-0.739,1.189
2025-11-18 20:30:18.2620,0.933,-0.238,-0.748,1.219
2025-11-18 20:30:18.2790,0.904,-0.191,-0.764,1.199
2025-11-18 20:30:18.2820,0.854,-0.178,-0.763,1.159
2025-11-18 20:30:18.2970,0.829,-0.223,-0.713,1.116
2025-11-18 20:30:18.3010,0.817,-0.262,-0.633,1.066
2025-11-18 20:30:18.3110,0.834,-0.245,-0.537,1.022
2025-11-18 20:30:18.3220,0.966,-0.176,-0.245,1.012
2025-11-18 20:30:18.3310,0.647,-0.24,-0.455,0.827
2025-11-18 20:30:18.3410,0.574,-0.179,-0.538,0.807
2025-11-18 20:30:18.3510,0.512,-0.188,-0.63,0.833
2025-11-18 20:30:18.3610,0.548,-0.27,-0.659,0.899
2025-11-18 20:30:18.3780,0.609,-0.255,-0.632,0.914
2025-11-18 20:30:18.3810,0.681,-0.238,-0.633,0.96
2025-11-18 20:30:18.3940,0.771,-0.223,-0.642,1.028
2025-11-18 20:30:18.4010,0.826,-0.18,-0.637,1.059
2025-11-18 20:30:18.4110,0.84,-0.161,-0.605,1.048
2025-11-18 20:30:18.4210,0.807,-0.18,-0.539,0.987
2025-11-18 20:30:18.4310,0.772,-0.196,-0.443,0.911
2025-11-18 20:30:18.4410,0.757,-0.212,-0.345,0.858
2025-11-18 20:30:18.4520,0.737,-0.224,-0.271,0.817
2025-11-18 20:30:18.4610,0.716,-0.223,-0.228,0.784
2025-11-18 20:30:18.4770,0.728,-0.247,-0.229,0.802
2025-11-18 20:30:18.4810,0.779,-0.226,-0.205,0.837
2025-11-18 20:30:18.4960,0.89,-0.133,-0.21,0.924
2025-11-18 20:30:18.5000,1.076,-0.044,-0.145,1.087
2025-11-18 20:30:18.5110,1.175,-0.075,-0.209,1.196
2025-11-18 20:30:18.5210,1.185,-0.054,-0.311,1.226
2025-11-18 20:30:18.5300,1.165,-0.052,-0.446,1.249
2025-11-18 20:30:18.5410,1.086,-0.042,-0.584,1.234
2025-11-18 20:30:18.5510,0.99,-0.056,-0.684,1.205
2025-11-18 20:30:18.5610,0.93,-0.116,-0.777,1.217
2025-11-18 20:30:18.5770,0.844,-0.162,-0.886,1.234
2025-11-18 20:30:18.5800,0.835,-0.175,-0.922,1.256
2025-11-18 20:30:18.5980,0.908,-0.201,-0.888,1.286
2025-11-18 20:30:18.6010,0.947,-0.226,-0.819,1.272
2025-11-18 20:30:18.6100,0.915,-0.258,-0.772,1.225
2025-11-18 20:30:18.6220,0.831,-0.266,-0.758,1.156
2025-11-18 20:30:18.6300,0.802,-0.284,-0.747,1.132
2025-11-18 20:30:18.6400,0.768,-0.306,-0.719,1.096
2025-11-18 20:30:18.6530,0.727,-0.333,-0.714,1.072
2025-11-18 20:30:18.6600,0.707,-0.367,-0.717,1.072
2025-11-18 20:30:18.6770,0.732,-0.387,-0.712,1.092
2025-11-18 20:30:18.6800,0.789,-0.386,-0.665,1.102
2025-11-18 20:30:18.6960,0.778,-0.38,-0.588,1.047
2025-11-18 20:30:18.6990,0.714,-0.332,-0.559,0.966
2025-11-18 20:30:18.7100,0.685,-0.289,-0.567,0.935
2025-11-18 20:30:18.7200,0.672,-0.283,-0.535,0.904
2025-11-18 20:30:18.7290,0.641,-0.28,-0.5,0.86
2025-11-18 20:30:18.7390,0.645,-0.278,-0.501,0.863
2025-11-18 20:30:18.7500,0.671,-0.281,-0.532,0.901
2025-11-18 20:30:18.7600,0.655,-0.285,-0.583,0.922
2025-11-18 20:30:18.7760,0.605,-0.296,-0.624,0.918
2025-11-18 20:30:18.7790,0.583,-0.306,-0.64,0.918
2025-11-18 20:30:18.7950,0.677,-0.279,-0.603,0.949
2025-11-18 20:30:18.7990,0.758,-0.212,-0.561,0.967
2025-11-18 20:30:18.8090,0.66,-0.177,-0.615,0.919
2025-11-18 20:30:18.8190,0.635,-0.155,-0.668,0.935
2025-11-18 20:30:18.8290,0.545,-0.154,-0.721,0.917
2025-11-18 20:30:18.8390,0.481,-0.211,-0.764,0.927
2025-11-18 20:30:18.8510,0.445,-0.279,-0.796,0.954
2025-11-18 20:30:18.8590,0.433,-0.339,-0.825,0.991
2025-11-18 20:30:18.8750,0.441,-0.372,-0.836,1.016
2025-11-18 20:30:18.8790,0.478,-0.36,-0.815,1.011
2025-11-18 20:30:18.8960,0.552,-0.322,-0.767,0.998
2025-11-18 20:30:18.8990,0.636,-0.271,-0.707,0.989
2025-11-18 20:30:18.9090,0.715,-0.23,-0.642,0.988
2025-11-18 20:30:18.9190,0.788,-0.18,-0.615,1.016
2025-11-18 20:30:18.9280,0.809,-0.154,-0.589,1.012
2025-11-18 20:30:18.9390,0.773,-0.189,-0.542,0.963
2025-11-18 20:30:18.9500,0.743,-0.237,-0.509,0.931
2025-11-18 20:30:18.9590,0.735,-0.271,-0.496,0.927
2025-11-18 20:30:18.9750,0.727,-0.284,-0.518,0.937
2025-11-18 20:30:18.9790,0.723,-0.283,-0.559,0.957
2025-11-18 20:30:18.9960,0.727,-0.261,-0.627,0.995
2025-11-18 20:30:18.9990,0.734,-0.213,-0.681,1.024
2025-11-18 20:30:19.0080,0.742,-0.196,-0.691,1.033
2025-11-18 20:30:19.0180,0.743,-0.199,-0.674,1.023
2025-11-18 20:30:19.0280,0.753,-0.201,-0.65,1.015
2025-11-18 20:30:19.0380,0.761,-0.208,-0.629,1.009
2025-11-18 20:30:19.0500,0.748,-0.227,-0.616,0.995
2025-11-18 20:30:19.0580,0.706,-0.272,-0.601,0.966
2025-11-18 20:30:19.0750,0.661,-0.313,-0.6,0.946
2025-11-18 20:30:19.0780,0.635,-0.348,-0.591,0.935
2025-11-18 20:30:19.0960,0.638,-0.368,-0.571,0.932
2025-11-18 20:30:19.0980,0.681,-0.369,-0.533,0.94
2025-11-18 20:30:19.1080,0.752,-0.354,-0.486,0.963
2025-11-18 20:30:19.1180,0.801,-0.328,-0.449,0.975
2025-11-18 20:30:19.1280,0.822,-0.312,-0.406,0.968
2025-11-18 20:30:19.1380,0.83,-0.298,-0.381,0.961
2025-11-18 20:30:19.1500,0.819,-0.292,-0.389,0.953
2025-11-18 20:30:19.1580,0.797,-0.293,-0.415,0.945
2025-11-18 20:30:19.1740,0.789,-0.312,-0.448,0.959
2025-11-18 20:30:19.1780,0.779,-0.358,-0.491,0.988
2025-11-18 20:30:19.1950,0.757,-0.406,-0.527,1.008
2025-11-18 20:30:19.1980,0.764,-0.427,-0.555,1.036
2025-11-18 20:30:19.2070,0.784,-0.429,-0.568,1.059
2025-11-18 20:30:19.2170,0.806,-0.427,-0.568,1.075
2025-11-18 20:30:19.2270,0.831,-0.411,-0.554,1.08
2025-11-18 20:30:19.2370,0.859,-0.366,-0.54,1.079
2025-11-18 20:30:19.2500,0.886,-0.321,-0.519,1.076
2025-11-18 20:30:19.2570,0.884,-0.303,-0.496,1.058
2025-11-18 20:30:19.2740,0.863,-0.301,-0.517,1.05
2025-11-18 20:30:19.2770,0.81,-0.322,-0.579,1.046
2025-11-18 20:30:19.2950,0.758,-0.333,-0.687,1.076
2025-11-18 20:30:19.2980,0.796,-0.282,-0.87,1.212
2025-11-18 20:30:19.3070,0.927,-0.259,-0.938,1.344
2025-11-18 20:30:19.3170,1.04,-0.29,-0.898,1.404
2025-11-18 20:30:19.3260,1.04,-0.27,-0.85,1.37
2025-11-18 20:30:19.3370,0.96,-0.222,-0.839,1.294
2025-11-18 20:30:19.3500,0.846,-0.193,-0.854,1.217
2025-11-18 20:30:19.3570,0.762,-0.189,-0.869,1.171
2025-11-18 20:30:19.3730,0.728,-0.211,-0.817,1.114
2025-11-18 20:30:19.3770,0.703,-0.231,-0.687,1.01
2025-11-18 20:30:19.3940,0.719,-0.226,-0.522,0.917
2025-11-18 20:30:19.3980,0.742,-0.217,-0.405,0.873
2025-11-18 20:30:19.4060,0.743,-0.23,-0.375,0.863
2025-11-18 20:30:19.4160,0.71,-0.26,-0.402,0.856
2025-11-18 20:30:19.4260,0.69,-0.301,-0.446,0.875
2025-11-18 20:30:19.4360,0.678,-0.334,-0.498,0.905
2025-11-18 20:30:19.4460,0.671,-0.36,-0.55,0.939
2025-11-18 20:30:19.4560,0.672,-0.377,-0.588,0.969
2025-11-18 20:30:19.4680,0.69,-0.395,-0.632,1.016
2025-11-18 20:30:19.4760,0.707,-0.433,-0.7,1.085
2025-11-18 20:30:19.4880,0.669,-0.457,-0.743,1.099
2025-11-18 20:30:19.4960,0.58,-0.438,-0.766,1.056
2025-11-18 20:30:19.5060,0.523,-0.415,-0.774,1.022
2025-11-18 20:30:19.5150,0.551,-0.389,-0.752,1.01
2025-11-18 20:30:19.5250,0.587,-0.339,-0.69,0.967
2025-11-18 20:30:19.5350,0.608,-0.288,-0.614,0.911
2025-11-18 20:30:19.5450,0.629,-0.24,-0.58,0.889
2025-11-18 20:30:19.5550,0.661,-0.21,-0.598,0.916
2025-11-18 20:30:19.5680,0.631,-0.211,-0.679,0.951
2025-11-18 20:30:19.5750,0.573,-0.236,-0.801,1.013
2025-11-18 20:30:19.5900,0.577,-0.236,-0.849,1.053
2025-11-18 20:30:19.5950,0.612,-0.197,-0.848,1.064
2025-11-18 20:30:19.6060,0.627,-0.164,-0.839,1.06
2025-11-18 20:30:19.6170,0.67,-0.129,-0.813,1.061
2025-11-18 20:30:19.6260,0.733,-0.095,-0.781,1.075
2025-11-18 20:30:19.6360,0.717,-0.078,-0.754,1.043
2025-11-18 20:30:19.6450,0.6,-0.076,-0.737,0.953
2025-11-18 20:30:19.6550,0.54,-0.079,-0.76,0.936
2025-11-18 20:30:19.6720,0.565,-0.057,-0.79,0.973
2025-11-18 20:30:19.6750,0.567,-0.029,-0.794,0.976
2025-11-18 20:30:19.6940,0.548,-0.01,-0.797,0.967
2025-11-18 20:30:19.6950,0.555,0.006,-0.794,0.969
2025-11-18 20:30:19.7050,0.572,0.025,-0.775,0.964
2025-11-18 20:30:19.7150,0.558,0.043,-0.76,0.944
2025-11-18 20:30:19.7240,0.505,0.03,-0.8,0.947
2025-11-18 20:30:19.7340,0.486,0.008,-0.862,0.99
2025-11-18 20:30:19.7440,0.473,0.003,-0.904,1.02
2025-11-18 20:30:19.7550,0.493,-0.001,-0.92,1.044
2025-11-18 20:30:19.7720,0.513,0.011,-0.891,1.028
2025-11-18 20:30:19.7750,0.509,-0.002,-0.863,1.002
2025-11-18 20:30:19.7950,0.597,-0.039,-0.848,1.038
2025-11-18 20:30:19.7960,0.597,-0.039,-0.848,1.038
2025-11-18 20:30:19.8040,0.624,-0.026,-0.829,1.038
2025-11-18 20:30:19.8150,0.615,-0.003,-0.821,1.026
2025-11-18 20:30:19.8240,0.607,0.005,-0.821,1.021
2025-11-18 20:30:19.8350,0.62,0.014,-0.806,1.017
2025-11-18 20:30:19.8440,0.608,0.02,-0.797,1.003
2025-11-18 20:30:19.8550,0.58,0.028,-0.816,1.002
2025-11-18 20:30:19.8720,0.538,0.066,-0.839,0.999
2025-11-18 20:30:19.8740,0.537,0.155,-0.847,1.015
2025-11-18 20:30:19.8940,0.145,0.356,-0.618,0.728
2025-11-18 20:30:19.8940,0.145,0.356,-0.618,0.728
2025-11-18 20:30:19.9040,0.182,0.34,-0.712,0.81
2025-11-18 20:30:19.9150,0.92,0.266,-1.135,1.485
2025-11-18 20:30:19.9240,0.721,0.239,-1.006,1.261
2025-11-18 20:30:19.9340,0.428,0.226,-0.958,1.073
2025-11-18 20:30:19.9440,0.315,0.199,-1.125,1.185
2025-11-18 20:30:19.9540,0.24,0.121,-1.139,1.17
2025-11-18 20:30:19.9710,0.398,0.026,-0.665,0.775
2025-11-18 20:30:19.9740,0.63,0.015,-0.418,0.756
2025-11-18 20:30:19.9940,0.415,-0.059,-0.42,0.593
2025-11-18 20:30:19.9940,0.415,-0.059,-0.42,0.593
2025-11-18 20:30:20.0040,0.438,-0.107,-0.43,0.623
2025-11-18 20:30:20.0150,0.442,-0.088,-0.573,0.729
2025-11-18 20:30:20.0240,0.381,-0.039,-0.73,0.824
2025-11-18 20:30:20.0330,0.326,0.023,-0.854,0.914
2025-11-18 20:30:20.0440,0.354,0.079,-0.942,1.009
2025-11-18 20:30:20.0540,0.564,0.141,-0.957,1.12
2025-11-18 20:30:20.0700,1.216,0.352,-0.527,1.371
2025-11-18 20:30:20.0730,1.271,0.235,-1.028,1.651
2025-11-18 20:30:20.0910,0.867,0.213,-1.361,1.628
2025-11-18 20:30:20.0930,0.604,0.183,-1.099,1.267
2025-11-18 20:30:20.1030,0.44,0.213,-0.999,1.112
2025-11-18 20:30:20.1140,0.369,0.288,-0.908,1.022
2025-11-18 20:30:20.1230,0.368,0.311,-0.832,0.961
2025-11-18 20:30:20.1330,0.407,0.291,-0.868,1.002
2025-11-18 20:30:20.1430,0.508,0.266,-0.93,1.093
2025-11-18 20:30:20.1530,0.649,0.265,-0.967,1.194
2025-11-18 20:30:20.1710,0.848,0.204,-0.974,1.307
2025-11-18 20:30:20.1730,0.923,0.161,-1.033,1.395
2025-11-18 20:30:20.1900,0.831,0.177,-1.019,1.327
2025-11-18 20:30:20.1920,0.678,0.203,-0.866,1.118
2025-11-18 20:30:20.2030,0.583,0.215,-0.746,0.971
2025-11-18 20:30:20.2140,0.493,0.159,-0.717,0.885
2025-11-18 20:30:20.2220,0.394,0.075,-0.691,0.799
2025-11-18 20:30:20.2320,0.256,-0.001,-0.676,0.723
2025-11-18 20:30:20.2430,0.116,-0.048,-0.634,0.646
2025-11-18 20:30:20.2530,0.03,-0.052,-0.589,0.592
2025-11-18 20:30:20.2710,0.055,-0.039,-0.59,0.594
2025-11-18 20:30:20.2720,0.214,-0.055,-0.677,0.712
2025-11-18 20:30:20.2900,0.33,0.004,-0.842,0.904
2025-11-18 20:30:20.2920,0.574,0.335,-1.052,1.244
2025-11-18 20:30:20.3020,0.564,0.401,-0.908,1.142
2025-11-18 20:30:20.3140,0.481,0.1,-0.834,0.968
2025-11-18 20:30:20.3220,0.46,0.182,-0.952,1.073
2025-11-18 20:30:20.3320,0.398,0.145,-0.939,1.03
2025-11-18 20:30:20.3420,0.453,0.182,-0.892,1.017
2025-11-18 20:30:20.3520,0.447,0.162,-0.882,1.002
2025-11-18 20:30:20.3710,0.473,0.141,-0.868,0.999
2025-11-18 20:30:20.3720,0.483,0.166,-0.839,0.982
2025-11-18 20:30:20.3900,0.485,0.192,-0.832,0.982
2025-11-18 20:30:20.3910,0.525,0.199,-0.856,1.024
2025-11-18 20:30:20.4020,0.6,0.178,-0.865,1.068
2025-11-18 20:30:20.4130,0.599,0.184,-0.891,1.089
2025-11-18 20:30:20.4220,0.587,0.14,-0.903,1.086
2025-11-18 20:30:20.4320,0.576,0.072,-0.926,1.093
2025-11-18 20:30:20.4420,0.561,0.047,-0.916,1.075
2025-11-18 20:30:20.4520,0.531,0.029,-0.908,1.052
2025-11-18 20:30:20.4710,0.526,0.008,-0.888,1.032
2025-11-18 20:30:20.4720,0.526,0.008,-0.888,1.032
2025-11-18 20:30:20.4900,0.527,0.013,-0.885,1.03
2025-11-18 20:30:20.4910,0.504,0.023,-0.887,1.02
2025-11-18 20:30:20.5010,0.504,0.031,-0.897,1.029
2025-11-18 20:30:20.5130,0.491,0.031,-0.906,1.031
2025-11-18 20:30:20.5210,0.461,0.042,-0.899,1.011
2025-11-18 20:30:20.5310,0.471,0.039,-0.885,1.003
2025-11-18 20:30:20.5410,0.501,0.038,-0.873,1.007
2025-11-18 20:30:20.5510,0.538,0.05,-0.864,1.019
2025-11-18 20:30:20.5700,0.527,0.027,-0.872,1.019
2025-11-18 20:30:20.5710,0.545,0.013,-0.925,1.074
2025-11-18 20:30:20.5920,0.496,0.002,-0.877,1.008
2025-11-18 20:30:20.5920,0.496,0.002,-0.877,1.008
2025-11-18 20:30:20.6010,0.522,0.042,-0.876,1.021
2025-11-18 20:30:20.6110,0.506,0.069,-0.876,1.014
2025-11-18 20:30:20.6210,0.435,0.095,-0.88,0.986
2025-11-18 20:30:20.6310,0.423,0.085,-0.862,0.964
2025-11-18 20:30:20.6410,0.403,0.055,-0.88,0.969
2025-11-18 20:30:20.6510,0.361,0.012,-0.909,0.978
2025-11-18 20:30:20.6790,0.091,-0.009,-0.954,0.958
2025-11-18 20:30:20.6800,0.464,0.053,-0.833,0.955
2025-11-18 20:30:20.6820,0.464,0.053,-0.833,0.955
2025-11-18 20:30:20.6900,0.518,0.087,-0.904,1.046
2025-11-18 20:30:20.7000,0.492,0.094,-0.912,1.041
2025-11-18 20:30:20.7100,0.616,0.072,-0.875,1.073
2025-11-18 20:30:20.7200,0.65,0.087,-0.902,1.115
2025-11-18 20:30:20.7300,0.613,0.046,-0.915,1.102
2025-11-18 20:30:20.7400,0.526,0.008,-0.915,1.055
2025-11-18 20:30:20.7500,0.451,0.018,-0.906,1.012
2025-11-18 20:30:20.7790,0.452,0.045,-0.906,1.013
2025-11-18 20:30:20.7800,0.452,0.045,-0.906,1.013
2025-11-18 20:30:20.7810,0.452,0.045,-0.906,1.013
2025-11-18 20:30:20.7900,0.441,0.058,-0.9,1.004
2025-11-18 20:30:20.8000,0.43,0.076,-0.883,0.985
2025-11-18 20:30:20.8100,0.416,0.083,-0.873,0.971
2025-11-18 20:30:20.8200,0.407,0.072,-0.861,0.955
2025-11-18 20:30:20.8310,0.433,0.058,-0.866,0.97
2025-11-18 20:30:20.8400,0.445,0.045,-0.873,0.981
2025-11-18 20:30:20.8500,0.438,0.019,-0.885,0.988
2025-11-18 20:30:20.8810,0.459,0.061,-0.88,0.994
2025-11-18 20:30:20.8820,0.459,0.061,-0.88,0.994
2025-11-18 20:30:20.8820,0.459,0.061,-0.88,0.994
2025-11-18 20:30:20.8890,0.451,0.048,-0.893,1.002
2025-11-18 20:30:20.8990,0.433,0.035,-0.882,0.983
2025-11-18 20:30:20.9090,0.431,0.017,-0.88,0.98
2025-11-18 20:30:20.9190,0.424,-0.003,-0.889,0.985
2025-11-18 20:30:20.9290,0.424,-0.015,-0.882,0.979
2025-11-18 20:30:20.9390,0.427,0.005,-0.873,0.972
2025-11-18 20:30:20.9500,0.432,0.021,-0.856,0.959
2025-11-18 20:30:20.9810,0.428,-0.003,-0.863,0.963
2025-11-18 20:30:20.9810,0.428,-0.003,-0.863,0.963
2025-11-18 20:30:20.9820,0.428,-0.003,-0.863,0.963
2025-11-18 20:30:20.9890,0.485,-0.023,-0.863,0.99
2025-11-18 20:30:20.9990,0.477,-0.038,-0.879,1.001
2025-11-18 20:30:21.0090,0.518,-0.018,-0.853,0.998
2025-11-18 20:30:21.0190,0.515,-0.01,-0.87,1.011
2025-11-18 20:30:21.0300,0.496,-0.039,-0.887,1.017
2025-11-18 20:30:21.0390,0.477,-0.068,-0.89,1.012
2025-11-18 20:30:21.0490,0.478,-0.069,-0.892,1.014
2025-11-18 20:30:21.0780,0.478,-0.047,-0.877,1.0
2025-11-18 20:30:21.0790,0.478,-0.047,-0.877,1.0
2025-11-18 20:30:21.0790,0.478,-0.047,-0.877,1.0
2025-11-18 20:30:21.0880,0.486,-0.006,-0.892,1.016
2025-11-18 20:30:21.0980,0.486,0.007,-0.885,1.01
2025-11-18 20:30:21.1080,0.465,0.016,-0.902,1.015
2025-11-18 20:30:21.1190,0.455,-0.001,-0.917,1.024
2025-11-18 20:30:21.1300,0.474,-0.01,-0.929,1.043
2025-11-18 20:30:21.1390,0.449,-0.028,-0.933,1.036
2025-11-18 20:30:21.1490,0.444,-0.036,-0.923,1.025
2025-11-18 20:30:21.1780,0.457,-0.02,-0.898,1.008
2025-11-18 20:30:21.1780,0.457,-0.02,-0.898,1.008
2025-11-18 20:30:21.1800,0.457,-0.02,-0.898,1.008
2025-11-18 20:30:21.1880,0.442,-0.011,-0.899,1.002
2025-11-18 20:30:21.1990,0.435,-0.009,-0.887,0.988
2025-11-18 20:30:21.2080,0.421,-0.009,-0.865,0.962
2025-11-18 20:30:21.2180,0.423,-0.008,-0.857,0.956
2025-11-18 20:30:21.2290,0.44,-0.039,-0.864,0.97
2025-11-18 20:30:21.2380,0.452,-0.066,-0.874,0.986
2025-11-18 20:30:21.2480,0.439,-0.067,-0.877,0.983
2025-11-18 20:30:21.2770,0.445,-0.053,-0.859,0.969
2025-11-18 20:30:21.2780,0.445,-0.053,-0.859,0.969
2025-11-18 20:30:21.2790,0.445,-0.053,-0.859,0.969
2025-11-18 20:30:21.2870,0.435,-0.064,-0.851,0.958
2025-11-18 20:30:21.2990,0.431,-0.056,-0.846,0.951
2025-11-18 20:30:21.3070,0.442,-0.039,-0.842,0.952
2025-11-18 20:30:21.3180,0.453,-0.069,-0.86,0.974
2025-11-18 20:30:21.3290,0.464,-0.108,-0.878,0.999
2025-11-18 20:30:21.3370,0.467,-0.131,-0.896,1.019
2025-11-18 20:30:21.3480,0.481,-0.116,-0.897,1.024
2025-11-18 20:30:21.3770,0.451,-0.082,-0.857,0.972
2025-11-18 20:30:21.3780,0.451,-0.082,-0.857,0.972
2025-11-18 20:30:21.3780,0.451,-0.082,-0.857,0.972
2025-11-18 20:30:21.3870,0.448,-0.089,-0.865,0.978
2025-11-18 20:30:21.3990,0.454,-0.096,-0.878,0.993
2025-11-18 20:30:21.4070,0.461,-0.115,-0.882,1.002
2025-11-18 20:30:21.4170,0.457,-0.118,-0.883,1.001
2025-11-18 20:30:21.4290,0.448,-0.11,-0.857,0.973
2025-11-18 20:30:21.4370,0.46,-0.104,-0.834,0.958
2025-11-18 20:30:21.4470,0.459,-0.142,-0.827,0.956
2025-11-18 20:30:21.4770,0.474,-0.121,-0.853,0.983
2025-11-18 20:30:21.4770,0.474,-0.121,-0.853,0.983
2025-11-18 20:30:21.4770,0.474,-0.121,-0.853,0.983
2025-11-18 20:30:21.4860,0.516,-0.099,-0.867,1.014
2025-11-18 20:30:21.4990,0.499,-0.118,-0.862,1.003
2025-11-18 20:30:21.5060,0.489,-0.113,-0.867,1.002
2025-11-18 20:30:21.5170,0.487,-0.119,-0.869,1.003
2025-11-18 20:30:21.5280,0.492,-0.135,-0.873,1.011
2025-11-18 20:30:21.5370,0.49,-0.147,-0.876,1.014
2025-11-18 20:30:21.5460,0.49,-0.154,-0.872,1.012
2025-11-18 20:30:21.5770,0.491,-0.161,-0.841,0.987
2025-11-18 20:30:21.5770,0.491,-0.161,-0.841,0.987
2025-11-18 20:30:21.5790,0.491,-0.161,-0.841,0.987
2025-11-18 20:30:21.5830,0.495,-0.148,-0.852,0.996
2025-11-18 20:30:21.5980,0.499,-0.142,-0.833,0.981
2025-11-18 20:30:21.6030,0.516,-0.133,-0.827,0.984
2025-11-18 20:30:21.6130,0.515,-0.133,-0.82,0.977
2025-11-18 20:30:21.6240,0.521,-0.132,-0.813,0.975
2025-11-18 20:30:21.6340,0.502,-0.137,-0.844,0.992
2025-11-18 20:30:21.6450,0.512,-0.145,-0.819,0.977
2025-11-18 20:30:21.6720,0.487,-0.12,-0.827,0.967
2025-11-18 20:30:21.6730,0.506,-0.14,-0.822,0.975
2025-11-18 20:30:21.6730,0.506,-0.14,-0.822,0.975
2025-11-18 20:30:21.6830,0.51,-0.189,-0.849,1.008
2025-11-18 20:30:21.6940,0.472,-0.226,-0.854,1.002
