datetime,a_norm,a_norm_filt
2025-10-24 16:55:04.590,0.912425082541027,0.916075567361479
2025-10-24 16:55:04.600,0.8960906849337292,0.9355261113615664
2025-10-24 16:55:04.610,0.9397109346096809,0.9487380204709698
2025-10-24 16:55:04.619,0.9938777433618282,0.9552573855257325
2025-10-24 16:55:04.630,1.0015856569085841,0.9568847022418652
2025-10-24 16:55:04.640,0.9450219078148401,0.9433275956737255
2025-10-24 16:55:04.650,0.904227268514393,0.937898400729585
2025-10-24 16:55:04.659,0.8719254017689816,0.9352977250995329
2025-10-24 16:55:04.670,0.9667317686411262,0.9632727852470643
2025-10-24 16:55:04.680,0.9885822787583237,0.9902339574010144
2025-10-24 16:55:04.690,1.0848972085524968,1.0159465094669946
2025-10-24 16:55:04.699,1.0390331292841437,1.0282811891375736
2025-10-24 16:55:04.710,1.0004881620988826,1.0185588739195965
2025-10-24 16:55:04.720,1.0284051669940208,0.9834211387837992
2025-10-24 16:55:04.730,0.9399707026684395,0.9664699064845014
2025-10-24 16:55:04.740,0.9092085328735097,0.9444150182302764
2025-10-24 16:55:04.750,0.9542769677876544,0.914318944679974
2025-10-24 16:55:04.760,0.8902137208277572,0.931268584547156
2025-10-24 16:55:04.770,0.8779247992425091,0.9670579448034559
2025-10-24 16:55:04.780,1.0247189020043497,0.985950353677798
2025-10-24 16:55:04.789,1.0881553341550094,1.0049809223300912
2025-10-24 16:55:04.800,1.0487390121593647,1.0261717311244787
2025-10-24 16:55:04.810,0.9853665640892226,1.01620891934619
2025-10-24 16:55:04.820,0.9838788432144479,1.00208710445475
2025-10-24 16:55:04.829,0.974904843112906,1.0070565943516505
2025-10-24 16:55:04.840,1.0175462596978084,1.018587272387289
2025-10-24 16:55:04.850,1.0735864616438677,1.0295946313678905
2025-10-24 16:55:04.860,1.0430199542674148,0.9952398786940142
2025-10-24 16:55:04.869,1.0389156381174556,0.9516561465285024
2025-10-24 16:55:04.880,0.8031310797435248,0.9404481061392905
2025-10-24 16:55:04.890,0.7996275988702491,0.9469249503804298
2025-10-24 16:55:04.900,1.0175462596978084,0.9423629538555524
2025-10-24 16:55:04.909,1.0754041754731103,0.9912982220230848
2025-10-24 16:55:04.920,1.0161056554930692,1.0322739917546029
2025-10-24 16:55:04.930,1.0478074205811867,1.0344695115754454
2025-10-24 16:55:04.940,1.0045064475278394,1.0342196420095384
2025-10-24 16:55:04.950,1.0285238588020211,1.0541681493028885
2025-10-24 16:55:04.960,1.0741548276435757,1.0604806156762832
2025-10-24 16:55:04.970,1.1158481919598202,1.0612326487319863
2025-10-24 16:55:04.980,1.079369752448159,1.0502081035612385
2025-10-24 16:55:04.990,1.0082666128063549,1.0215442756401045
2025-10-24 16:55:05.000,0.9734011329482826,0.9734025368098959
2025-10-24 16:55:05.010,0.930835688037905,0.9400403582008746
2025-10-24 16:55:05.020,0.8751394978087779,0.9418962875791653
2025-10-24 16:55:05.030,0.9125588594030524,0.9657203873196755
2025-10-24 16:55:05.039,1.0175462596978084,0.9948609873227061
2025-10-24 16:55:05.050,1.0925216316508337,1.0167576846883024
2025-10-24 16:55:05.060,1.0765386880530583,1.0399032051048533
2025-10-24 16:55:05.070,0.9846229846367593,1.0402867328927747
2025-10-24 16:55:05.079,1.028286461485806,0.9981442948066388
2025-10-24 16:55:05.090,1.0194638986374163,0.9447646372964223
2025-10-24 16:55:05.100,0.8818094412201539,0.92795502100644
2025-10-24 16:55:05.110,0.8096404005019759,0.902277111209053
2025-10-24 16:55:05.119,0.9005749031868476,0.8891117629774088
2025-10-24 16:55:05.130,0.8998969124988706,0.9186207383833855
2025-10-24 16:55:05.140,0.9536371574791955,0.9707950724449983
2025-10-24 16:55:05.150,1.0293543182500378,0.9926479497083353
2025-10-24 16:55:05.159,1.07051207081004,1.0000122520500845
2025-10-24 16:55:05.170,1.0098392895035329,1.0014659688232679
2025-10-24 16:55:05.180,0.9367184242076164,0.9869359741087808
2025-10-24 16:55:05.190,0.9609057413451124,0.9493061587404664
2025-10-24 16:55:05.200,0.956704344677602,0.9365492446300175
2025-10-24 16:55:05.210,0.8823629939684687,0.9410561282656296
2025-10-24 16:55:05.220,0.9460547189512877,0.964590540689386
2025-10-24 16:55:05.230,0.9592528423856768,0.9833696151790436
2025-10-24 16:55:05.240,1.0785778034638949,1.0138324305246411
2025-10-24 16:55:05.250,1.05059971712589,1.0281307386739456
2025-10-24 16:55:05.260,1.0346770706964565,1.0145421789087057
2025-10-24 16:55:05.270,1.0175462596978084,0.9884242596173957
2025-10-24 16:55:05.280,0.8913100435594788,0.9639198462536864
2025-10-24 16:55:05.289,0.9479882070073445,0.9357388026903337
2025-10-24 16:55:05.300,0.9280776503073436,0.9236724681569797
2025-10-24 16:55:05.310,0.8937718528796932,0.9466274598451495
2025-10-24 16:55:05.320,0.9572145870310377,0.9634927766831671
2025-10-24 16:55:05.329,1.006085002000328,0.983748110271706
2025-10-24 16:55:05.340,1.032314791197433,1.063085444570217
2025-10-24 16:55:05.350,1.0293543182500378,1.0661722083825833
2025-10-24 16:55:05.360,1.2904585243722482,1.0407069416155035
2025-10-24 16:55:05.369,0.9726484060928697,1.0082085541224768
2025-10-24 16:55:05.380,0.8787586681649291,1.0168957391446176
2025-10-24 16:55:05.390,0.8698228537322987,0.961085938428696
2025-10-24 16:55:05.400,1.072790243360742,0.9574883868399988
2025-10-24 16:55:05.409,1.0114095207926412,0.9784627874012273
2025-10-24 16:55:05.420,0.954660648149383,1.018555014024064
2025-10-24 16:55:05.430,0.9836306709710714,0.9986019338136687
